,Rk,Player,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Team,Year
10,11,Lamar King,22.0,,,0.5,0.8,0.611,0.4,0.5,0.75,0.1,0.3,0.333,0.3,0.4,0.667,,,0.7,0.7,0.3,0.0,,,1.4,radford,1998
11,12,Jason Williams,13.0,,,0.3,0.7,0.444,0.2,0.6,0.375,0.1,0.1,1.0,0.0,0.1,0.0,,,0.4,0.0,0.2,0.2,,,0.7,radford,1998
0,1,Cuttino Mobley,34.0,34.0,33.3,5.7,11.8,0.48,3.6,6.9,0.525,2.0,4.9,0.416,3.9,4.5,0.856,,,4.3,2.6,1.6,0.5,2.2,2.6,17.2,rhode island,1998
1,2,Tyson Wheeler,34.0,34.0,34.0,5.1,12.6,0.402,2.4,5.3,0.458,2.7,7.4,0.363,2.1,3.2,0.648,,,2.6,6.0,1.3,0.1,2.9,1.9,14.9,rhode island,1998
2,3,Antonio Reynolds-Dean,34.0,34.0,30.6,4.4,8.7,0.505,4.4,8.5,0.514,0.0,0.1,0.0,2.5,3.6,0.677,,,7.6,1.9,1.1,2.5,1.8,3.4,11.2,rhode island,1998
3,4,Luther Clay,33.0,31.0,28.1,3.7,7.5,0.492,3.7,7.5,0.494,0.0,0.0,0.0,2.5,4.1,0.604,,,6.7,0.8,0.5,0.6,1.7,2.2,9.8,rhode island,1998
4,5,Preston Murphy,34.0,3.0,25.4,3.1,7.7,0.403,1.9,4.4,0.443,1.2,3.4,0.351,1.6,2.5,0.659,,,2.7,1.5,1.0,0.1,1.5,2.2,9.1,rhode island,1998
5,6,Joshua King,34.0,31.0,24.8,3.0,6.6,0.453,1.4,2.6,0.523,1.6,4.0,0.407,1.1,1.5,0.765,,,4.0,1.2,0.9,0.4,1.2,1.8,8.7,rhode island,1998
6,7,David Arigbabu,30.0,2.0,16.2,1.6,3.2,0.495,1.6,3.2,0.495,0.0,0.0,,1.4,1.9,0.724,,,3.3,0.9,0.5,0.2,0.7,2.3,4.5,rhode island,1998
7,8,Tory Jefferson,26.0,0.0,7.6,0.7,1.7,0.432,0.7,1.1,0.586,0.1,0.6,0.133,0.5,0.6,0.8,,,1.2,0.2,0.4,0.2,0.3,0.5,2.0,rhode island,1998
8,9,John Bennett,28.0,1.0,6.6,0.4,1.4,0.263,0.4,1.4,0.263,0.0,0.0,,0.7,0.8,0.826,,,0.9,0.0,0.1,0.2,0.3,1.3,1.4,rhode island,1998
9,10,Maureico Gay,12.0,0.0,1.5,0.3,0.6,0.429,0.2,0.4,0.4,0.1,0.2,0.5,0.3,0.7,0.5,,,0.1,0.2,0.1,0.0,0.3,0.2,0.9,rhode island,1998
0,1,Jarod Stevenson,31.0,31.0,35.8,6.7,13.5,0.496,4.0,7.8,0.514,2.6,5.6,0.471,3.1,3.9,0.793,,,5.9,2.5,0.9,1.1,1.6,2.1,19.1,richmond,1998
1,2,Eric Poole,31.0,31.0,34.5,4.4,8.0,0.555,4.4,7.9,0.557,0.0,0.0,0.0,2.7,4.4,0.625,,,7.5,0.7,0.9,0.6,1.3,2.5,11.6,richmond,1998
2,3,Jonathan Baker,31.0,31.0,30.9,3.1,6.7,0.459,0.8,1.5,0.5,2.3,5.1,0.447,1.2,1.5,0.766,,,3.1,1.9,1.5,0.0,0.9,1.5,9.6,richmond,1998
3,4,Marseilles Brown,29.0,26.0,28.4,3.2,9.1,0.348,1.3,3.7,0.368,1.8,5.4,0.335,1.4,1.8,0.769,,,1.7,3.7,0.8,0.1,1.8,1.9,9.6,richmond,1998
4,5,Nick Patrick,31.0,31.0,25.6,3.2,6.8,0.476,3.2,6.7,0.481,0.0,0.1,0.0,1.0,1.9,0.5,,,5.5,1.4,0.7,0.7,1.7,2.1,7.4,richmond,1998
5,6,Daryl Oliver,31.0,0.0,18.8,2.0,4.7,0.422,1.6,3.4,0.476,0.4,1.4,0.286,1.9,2.3,0.817,,,2.4,1.3,0.1,1.3,1.3,1.8,6.3,richmond,1998
6,7,Rick Houston,30.0,0.0,9.4,1.0,2.7,0.378,0.6,1.5,0.422,0.4,1.2,0.324,0.5,0.7,0.762,,,1.2,0.5,0.3,0.1,0.6,0.5,3.0,richmond,1998
7,8,Carlos Cueto,31.0,5.0,13.1,1.0,2.4,0.405,0.7,1.5,0.467,0.3,0.9,0.31,0.5,0.8,0.577,,,0.9,2.4,0.3,0.0,1.1,1.0,2.7,richmond,1998
8,9,David Hensel,23.0,0.0,5.9,0.4,1.0,0.455,0.4,1.0,0.455,0.0,0.0,,0.3,0.6,0.429,,,1.2,0.0,0.1,0.6,0.3,0.8,1.1,richmond,1998
9,10,Tyler Phillips,10.0,0.0,1.2,0.2,0.6,0.333,0.0,0.4,0.0,0.2,0.2,1.0,0.2,0.2,1.0,,,0.2,0.0,0.0,0.0,0.0,0.0,0.8,richmond,1998
10,11,Scott Kauffman,17.0,0.0,4.1,0.3,0.6,0.5,0.3,0.6,0.5,0.0,0.0,,0.1,0.2,0.667,,,0.6,0.2,0.1,0.0,0.3,0.7,0.7,richmond,1998
11,12,Bradley Nanney,2.0,0.0,4.5,0.0,2.5,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,,,,2.5,0.0,0.0,0.0,0.0,2.5,0.0,richmond,1998
0,1,Larry Hughes,32.0,32.0,32.4,7.0,16.9,0.415,5.7,12.3,0.461,1.3,4.5,0.29,5.6,8.1,0.692,,,5.1,2.4,2.2,0.4,3.8,2.4,20.9,saint louis,1998
1,2,Ryan Luechtefeld,33.0,33.0,31.1,3.2,7.5,0.425,2.4,5.3,0.457,0.8,2.2,0.347,2.7,3.8,0.709,,,5.7,2.4,1.0,0.2,2.6,3.0,9.8,saint louis,1998
2,3,Matt Baniak,33.0,32.0,23.7,3.5,6.5,0.537,3.5,6.5,0.537,0.0,0.0,,1.6,2.6,0.635,,,5.0,0.8,0.7,1.0,1.3,2.5,8.7,saint louis,1998
3,4,Virgel Cobbin,33.0,33.0,24.4,2.7,5.8,0.466,1.0,1.8,0.559,1.7,4.0,0.424,0.9,1.3,0.705,,,2.2,1.1,1.2,0.1,1.0,1.5,8.0,saint louis,1998
4,5,Jamall Walker,33.0,33.0,30.4,2.1,5.7,0.364,1.2,3.2,0.377,0.8,2.5,0.346,1.1,1.8,0.617,,,2.2,3.9,1.3,0.0,2.2,1.8,6.1,saint louis,1998
5,6,Corey Frazier,18.0,0.0,15.8,1.7,3.6,0.484,1.3,2.2,0.575,0.4,1.3,0.333,0.9,1.6,0.586,,,2.0,1.1,0.7,0.1,0.9,1.3,4.8,saint louis,1998
6,7,Chris Heinrich,33.0,1.0,15.2,1.6,3.5,0.462,1.6,3.5,0.462,0.0,0.0,,1.0,1.7,0.6,,,3.0,0.3,0.4,0.4,0.8,2.7,4.3,saint louis,1998
7,8,John Redden,22.0,0.0,16.6,1.1,3.0,0.373,0.9,2.4,0.365,0.3,0.7,0.4,0.9,1.8,0.5,,,2.4,1.9,1.6,0.0,1.2,2.5,3.5,saint louis,1998
8,9,Larry Simmons,30.0,1.0,11.6,1.1,2.9,0.375,0.9,2.2,0.4,0.2,0.8,0.304,0.3,0.5,0.6,,,1.4,0.5,0.4,0.1,,1.5,2.7,saint louis,1998
9,10,Troy Robertson,33.0,0.0,12.7,0.6,1.7,0.351,0.3,1.0,0.265,0.3,0.7,0.478,0.9,1.2,0.75,,,1.5,0.7,0.3,0.1,1.0,1.1,2.5,saint louis,1998
10,11,Derek Dust,3.0,0.0,1.7,0.7,1.0,0.667,0.7,0.7,1.0,0.0,0.3,0.0,0.0,0.0,,,,0.3,0.0,0.0,0.0,0.7,0.3,1.3,saint louis,1998
11,12,Dan Wuebben,4.0,0.0,2.3,0.3,0.8,0.333,0.3,0.8,0.333,0.0,0.0,,0.0,0.0,,,,0.3,0.0,0.3,0.0,0.3,0.0,0.5,saint louis,1998
12,13,Carlos Sharlow,4.0,0.0,2.3,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.3,0.5,0.5,,,0.5,0.0,0.3,0.0,,0.0,0.3,saint louis,1998
13,14,Andy Haemker,2.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.5,0.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0,saint louis,1998
0,1,Hakeem Ward,30.0,,31.1,7.3,13.1,0.559,7.3,13.1,0.559,0.0,0.0,,2.4,3.6,0.67,,,6.2,1.1,1.1,0.6,,,17.0,san francisco,1998
1,2,Ali Thomas,30.0,,25.4,3.7,8.9,0.41,1.2,2.8,0.422,2.5,6.2,0.405,1.2,1.5,0.804,,,2.2,1.7,1.1,0.1,,,11.1,san francisco,1998
2,3,Damian Cantrell,22.0,,29.4,4.5,8.6,0.519,4.3,7.6,0.56,0.2,1.0,0.19,1.8,3.1,0.574,,,9.7,1.1,1.4,0.4,,,10.9,san francisco,1998
3,4,M.J. Nodilo,18.0,,24.8,3.1,8.3,0.373,1.1,2.7,0.396,2.1,5.7,0.363,1.8,1.9,0.914,,,1.7,2.7,0.8,0.1,,,10.1,san francisco,1998
4,5,Zerr Campbell,30.0,,26.9,3.4,7.5,0.455,2.9,5.5,0.521,0.5,2.0,0.271,1.9,2.7,0.683,,,5.5,2.3,1.1,0.3,,,9.2,san francisco,1998
5,6,Jamal Cobbs,29.0,,23.0,2.3,5.2,0.453,1.5,3.0,0.512,0.8,2.2,0.375,1.0,1.7,0.625,,,2.0,4.0,1.2,0.1,,,6.6,san francisco,1998
6,7,Ra'oof Sadat,29.0,,15.9,2.0,3.8,0.527,2.0,3.7,0.538,0.0,0.1,0.25,0.5,0.9,0.6,,,3.4,0.4,0.5,0.8,,,4.6,san francisco,1998
7,8,Dony Wilcher,26.0,,12.4,1.1,3.0,0.364,0.7,1.9,0.388,0.3,1.1,0.321,1.9,2.5,0.766,,,0.8,1.7,0.9,0.0,,,4.4,san francisco,1998
8,9,Lyryan Russell,28.0,,14.3,1.3,3.0,0.422,0.9,1.7,0.511,0.4,1.3,0.306,1.0,1.3,0.73,,,1.4,1.7,1.0,0.0,,,3.9,san francisco,1998
9,10,Mark Nees,29.0,,,0.8,1.5,0.558,0.8,1.5,0.558,0.0,0.0,,0.4,0.4,1.0,,,1.8,0.1,0.2,0.4,,,2.1,san francisco,1998
10,11,Marvin Gray,8.0,,,0.8,1.3,0.6,0.8,1.3,0.6,0.0,0.0,,0.5,0.5,1.0,,,0.6,0.0,0.1,0.1,,,2.0,san francisco,1998
11,12,Ime Udoka,21.0,,,0.5,2.1,0.244,0.4,1.4,0.3,0.1,0.7,0.133,0.5,0.8,0.588,,,2.0,0.8,0.3,0.0,,,1.6,san francisco,1998
12,13,Booker T. Harris,11.0,,,0.1,0.7,0.125,0.1,0.4,0.25,0.0,0.4,0.0,0.1,0.3,0.333,,,0.3,0.2,0.2,0.0,,,0.3,san francisco,1998
0,1,Toby Madison,28.0,,34.0,5.0,10.3,0.488,2.6,5.3,0.497,2.4,5.0,0.479,2.6,3.3,0.791,,,3.4,2.9,0.8,0.0,,,15.0,south alabama,1998
1,2,Rico Alderson,27.0,,32.0,5.6,10.0,0.565,5.6,9.8,0.57,0.0,0.1,0.25,3.1,5.6,0.563,,,7.4,2.4,1.0,1.1,,,14.4,south alabama,1998
2,3,Rusty Yoder,4.0,,,4.5,10.5,0.429,2.3,5.5,0.409,2.3,5.0,0.45,0.5,0.8,0.667,,,2.3,2.0,0.0,0.0,,,11.8,south alabama,1998
3,4,Darrian Evans,28.0,,31.5,4.6,7.4,0.623,4.6,7.4,0.623,0.0,0.0,,2.4,4.1,0.591,,,7.6,1.8,2.2,0.6,,,11.6,south alabama,1998
4,5,Jerome Coaxum,26.0,,28.5,3.0,7.3,0.418,2.9,6.4,0.449,0.2,0.8,0.182,1.4,2.0,0.712,,,3.1,3.0,1.0,0.6,,,7.7,south alabama,1998
5,6,Jason Hamm,25.0,,31.5,2.2,5.8,0.372,0.8,2.0,0.373,1.4,3.8,0.372,0.5,0.9,0.545,,,3.5,2.5,0.6,0.1,,,6.2,south alabama,1998
6,7,Elvis Barrett,25.0,,,1.2,2.6,0.462,1.2,2.6,0.462,0.0,0.0,,1.4,2.4,0.576,,,3.6,0.2,0.5,0.5,,,3.8,south alabama,1998
7,8,Dusty Dubbs,26.0,,17.0,1.2,2.9,0.4,0.9,2.2,0.421,0.2,0.7,0.333,0.8,1.0,0.815,,,1.8,1.1,0.5,0.1,,,3.4,south alabama,1998
8,9,Trevon Broadway,1.0,,,1.0,3.0,0.333,1.0,3.0,0.333,0.0,0.0,,1.0,2.0,0.5,,,1.0,0.0,0.0,0.0,,,3.0,south alabama,1998
9,10,Clayton Dye,23.0,,9.6,1.0,2.0,0.489,0.7,1.5,0.5,0.2,0.5,0.455,0.5,0.7,0.8,,,0.9,0.8,0.2,0.0,,,2.7,south alabama,1998
10,11,Garrett Theriot,18.0,,,0.2,1.2,0.182,0.2,1.0,0.222,0.0,0.2,0.0,0.8,1.1,0.737,,,1.4,1.3,0.6,0.0,,,1.2,south alabama,1998
11,12,Davorin Dalipagic,3.0,,,0.3,1.0,0.333,0.3,1.0,0.333,0.0,0.0,,0.0,0.0,,,,1.7,0.0,0.0,0.3,,,0.7,south alabama,1998
12,13,Ben Wierzba,16.0,,,0.1,0.6,0.222,0.1,0.3,0.25,0.1,0.3,0.2,0.1,0.1,1.0,,,0.3,0.2,0.0,0.0,,,0.4,south alabama,1998
13,14,Mike Herliby,15.0,,,0.1,0.5,0.25,0.1,0.1,0.5,0.1,0.4,0.167,0.0,0.1,0.0,,,0.1,0.2,0.0,0.1,,,0.3,south alabama,1998
0,1,Roderick Blakney,30.0,,,6.6,15.3,0.43,4.7,10.4,0.453,1.9,4.9,0.381,5.7,7.1,0.807,,,5.1,4.7,2.7,0.1,,,20.7,south carolina state,1998
1,2,Tyler Brown,30.0,,,5.8,12.0,0.482,4.0,7.5,0.533,1.8,4.5,0.396,2.7,3.5,0.769,,,3.1,2.1,1.7,0.2,,,16.0,south carolina state,1998
2,3,James Jones,30.0,,,3.2,6.9,0.462,2.2,4.9,0.459,1.0,2.1,0.468,2.1,2.9,0.727,,,3.3,1.4,0.8,0.5,,,9.5,south carolina state,1998
3,4,Raheem Waller,30.0,,,2.4,4.6,0.514,2.4,4.6,0.514,0.0,0.0,,2.3,4.5,0.511,,,7.9,0.4,0.4,1.1,,,7.0,south carolina state,1998
4,5,Coray Davis,29.0,,,2.2,4.3,0.512,1.4,2.9,0.5,0.8,1.4,0.537,0.6,1.2,0.5,,,2.7,0.7,0.6,0.1,,,5.8,south carolina state,1998
5,6,Duane Johnson,27.0,,,2.3,4.2,0.535,2.3,4.2,0.54,0.0,0.0,0.0,1.3,2.1,0.614,,,5.4,0.4,0.5,1.7,,,5.8,south carolina state,1998
6,7,Bobby McGowens,19.0,,,1.5,4.1,0.359,1.0,2.7,0.373,0.5,1.4,0.333,0.9,1.2,0.739,,,1.8,0.4,0.4,0.1,,,4.3,south carolina state,1998
7,8,Bryan Neis,29.0,,,1.4,2.9,0.482,1.4,2.9,0.482,0.0,0.0,,1.2,1.9,0.655,,,2.9,0.3,0.2,0.6,,,4.0,south carolina state,1998
8,9,Jimmy Burnett,14.0,,,1.4,4.0,0.357,1.1,2.6,0.432,0.3,1.4,0.211,0.5,0.7,0.7,,,1.4,0.2,0.1,0.1,,,3.6,south carolina state,1998
9,10,Edmund Alston,17.0,,,0.5,0.8,0.615,0.5,0.8,0.615,0.0,0.0,,0.4,0.8,0.538,,,1.0,0.0,0.0,0.2,,,1.4,south carolina state,1998
10,11,Charles Jackson,14.0,,,0.1,0.4,0.333,0.1,0.2,0.333,0.1,0.2,0.333,0.6,0.9,0.692,,,0.1,0.2,0.1,0.1,,,1.0,south carolina state,1998
11,12,Evans Gillard,9.0,,,0.3,0.9,0.375,0.3,0.8,0.429,0.0,0.1,0.0,0.2,0.6,0.4,,,0.2,0.0,0.0,0.0,,,0.9,south carolina state,1998
12,13,Joe Dixon,10.0,,,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,,0.8,1.1,0.727,,,0.2,0.3,0.0,0.7,,,0.8,south carolina state,1998
13,14,John Shivers,8.0,,,0.3,1.0,0.25,0.3,0.9,0.286,0.0,0.1,0.0,0.3,0.4,0.667,,,0.5,0.6,0.0,0.0,,,0.8,south carolina state,1998
0,1,B.J. McKie,31.0,30.0,33.1,5.2,11.8,0.438,3.3,7.2,0.453,1.9,4.6,0.415,6.6,8.5,0.782,,,3.5,3.0,1.3,0.1,2.9,2.2,18.8,south carolina,1998
1,2,Melvin Watson,30.0,30.0,32.1,4.1,10.2,0.397,2.9,6.8,0.422,1.2,3.4,0.35,2.1,2.7,0.765,,,3.9,4.7,1.8,0.3,3.7,2.4,11.4,south carolina,1998
2,3,Leron Williams,25.0,2.0,19.9,3.8,6.6,0.572,3.8,6.6,0.579,0.0,0.1,0.0,2.7,4.0,0.673,,,4.3,0.1,0.4,0.6,0.9,1.9,10.3,south carolina,1998
3,4,Ryan Stack,31.0,31.0,29.8,3.5,6.9,0.498,3.0,5.4,0.548,0.5,1.5,0.319,2.2,3.1,0.708,,,6.0,1.0,0.7,1.8,2.2,2.4,9.6,south carolina,1998
4,5,Antonio Grant,31.0,25.0,23.6,2.2,4.9,0.441,1.2,2.0,0.59,1.0,2.9,0.341,1.3,2.0,0.635,,,4.4,1.3,0.6,0.2,1.1,1.3,6.6,south carolina,1998
5,6,William Gallman,30.0,24.0,21.3,2.2,5.1,0.431,2.2,5.1,0.431,0.0,0.0,,1.5,2.6,0.571,,,5.9,0.4,0.4,0.7,1.3,2.2,5.9,south carolina,1998
6,7,Herbert Lee Davis,29.0,4.0,15.8,1.9,5.0,0.379,1.2,2.2,0.554,0.7,2.8,0.238,0.3,0.7,0.476,,,1.3,1.0,0.2,0.2,0.8,1.3,4.8,south carolina,1998
7,8,Bud Johnson,31.0,4.0,11.8,0.9,1.7,0.528,0.9,1.7,0.528,0.0,0.0,,0.4,1.0,0.419,,,2.5,0.1,0.2,0.2,0.5,1.3,2.2,south carolina,1998
8,9,David Ross,17.0,2.0,7.8,0.8,2.0,0.412,0.4,0.4,1.0,0.4,1.6,0.259,0.2,0.8,0.214,,,1.2,0.4,0.1,0.0,0.8,0.4,2.2,south carolina,1998
9,10,Hagen Rouse,24.0,1.0,8.0,0.4,1.3,0.313,0.1,0.5,0.273,0.3,0.9,0.333,0.8,1.0,0.792,,,0.5,0.7,0.3,0.0,0.6,0.5,1.9,south carolina,1998
10,11,Recus Nix,28.0,1.0,9.3,0.5,1.5,0.31,0.3,0.8,0.429,0.1,0.8,0.19,0.7,1.0,0.714,,,1.8,0.5,0.3,0.0,1.0,0.7,1.8,south carolina,1998
11,12,George Formanek,8.0,1.0,2.9,0.3,0.6,0.4,0.3,0.6,0.4,0.0,0.0,,0.4,0.5,0.75,,,0.8,0.1,0.0,0.1,0.1,0.0,0.9,south carolina,1998
0,1,Felipe Lopez,32.0,32.0,34.6,6.4,14.9,0.431,4.6,9.4,0.487,1.9,5.6,0.337,2.8,4.9,0.573,,,4.8,2.7,1.2,0.8,2.3,3.0,17.6,st johns ny,1998
1,2,Zendon Hamilton,32.0,32.0,32.4,5.0,10.7,0.472,5.0,10.7,0.472,0.0,0.0,,5.3,8.1,0.654,,,8.7,0.4,0.5,0.9,2.8,2.2,15.4,st johns ny,1998
2,3,Metta World Peace,32.0,12.0,27.2,4.3,10.5,0.415,3.3,7.2,0.455,1.1,3.3,0.327,1.9,3.6,0.526,,,6.3,1.9,1.6,1.1,2.9,2.5,11.6,st johns ny,1998
3,4,Lavor Postell,32.0,32.0,29.1,3.1,6.9,0.452,2.6,5.3,0.488,0.5,1.6,0.333,3.1,3.8,0.826,,,5.1,1.6,1.0,0.3,1.7,2.2,9.9,st johns ny,1998
4,5,Tyrone Grant,32.0,20.0,21.3,2.5,4.8,0.513,2.5,4.8,0.513,0.0,0.0,,1.9,2.9,0.663,,,6.9,0.9,0.6,0.6,1.3,2.8,6.8,st johns ny,1998
5,6,Collin Charles,32.0,15.0,21.1,1.3,3.4,0.389,0.9,2.1,0.418,0.4,1.3,0.341,0.8,1.2,0.73,,,2.0,3.0,1.0,0.1,1.9,2.1,3.9,st johns ny,1998
6,7,Tarik Turner,30.0,17.0,19.1,1.2,2.9,0.407,0.7,1.5,0.5,0.4,1.4,0.31,0.7,0.9,0.714,,,1.9,2.5,0.8,0.0,1.7,1.4,3.4,st johns ny,1998
7,8,Chudney Gray,11.0,0.0,5.5,1.0,1.6,0.611,0.8,1.2,0.692,0.2,0.5,0.4,0.2,0.6,0.286,,,0.7,0.6,0.2,0.0,0.5,1.8,2.4,st johns ny,1998
8,9,James Felton,6.0,0.0,14.0,1.0,3.0,0.333,1.0,2.7,0.375,0.0,0.3,0.0,0.2,0.7,0.25,,,3.3,0.7,0.2,0.8,1.7,1.0,2.2,st johns ny,1998
9,10,Reggie Jessie,29.0,0.0,10.2,0.8,2.1,0.393,0.7,1.4,0.452,0.2,0.7,0.263,0.1,0.3,0.444,,,1.8,0.7,0.4,0.0,0.7,1.6,2.0,st johns ny,1998
10,11,Shannon Crooks,23.0,0.0,8.7,0.7,2.1,0.327,0.7,1.8,0.39,0.0,0.3,0.0,0.5,1.0,0.458,,,1.3,1.0,0.5,0.1,1.2,1.4,1.9,st johns ny,1998
11,12,Giovanni Soto,3.0,0.0,1.0,0.3,0.3,1.0,0.3,0.3,1.0,0.0,0.0,,0.7,0.7,1.0,,,0.3,0.0,0.0,0.0,0.0,0.0,1.3,st johns ny,1998
12,13,Milos Dumic,5.0,0.0,1.2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,0.2,0.2,0.0,0.0,0.2,0.0,0.0,st johns ny,1998
13,14,Kareem Syed,2.0,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,st johns ny,1998
0,1,Arthur Lee,35.0,34.0,31.6,4.0,9.3,0.428,2.2,5.3,0.417,1.8,4.0,0.443,4.7,5.3,0.886,0.3,2.0,2.3,4.6,1.1,0.1,2.4,2.5,14.5,stanford,1998
1,2,Kris Weems,35.0,35.0,28.7,4.4,10.4,0.425,2.7,5.9,0.457,1.7,4.5,0.382,2.0,2.5,0.826,0.8,2.2,3.0,2.3,0.7,0.3,1.4,1.3,12.6,stanford,1998
2,3,Mark Madsen,27.0,24.0,26.1,4.3,7.3,0.589,4.3,7.3,0.592,0.0,0.0,0.0,3.1,4.9,0.629,3.4,4.7,8.1,0.7,0.4,0.4,1.3,2.6,11.7,stanford,1998
3,4,Tim Young,35.0,35.0,27.1,4.2,8.2,0.514,4.2,8.2,0.514,0.0,0.0,,2.9,3.7,0.763,2.5,5.6,8.1,1.7,0.2,1.2,1.8,3.0,11.3,stanford,1998
4,5,Peter Sauer,35.0,35.0,23.8,3.3,7.9,0.413,2.1,5.0,0.411,1.2,2.9,0.416,1.5,1.9,0.815,1.3,3.3,4.6,2.1,0.4,0.1,1.8,1.3,9.2,stanford,1998
5,6,Jason Collins,1.0,0.0,15.0,1.0,4.0,0.25,1.0,4.0,0.25,0.0,0.0,,5.0,7.0,0.714,3.0,3.0,6.0,0.0,0.0,0.0,1.0,4.0,7.0,stanford,1998
6,7,David Moseley,35.0,0.0,14.6,1.9,4.6,0.401,0.6,1.7,0.367,1.2,2.9,0.422,1.1,1.5,0.769,0.5,1.4,1.9,0.7,0.4,0.3,1.1,1.6,6.1,stanford,1998
7,8,Ryan Mendez,34.0,0.0,12.2,1.9,4.2,0.462,0.6,1.4,0.438,1.3,2.8,0.474,0.3,0.5,0.588,0.6,1.6,2.1,0.8,0.4,0.1,0.9,1.2,5.5,stanford,1998
8,9,Jarron Collins,34.0,0.0,13.5,1.3,2.4,0.53,1.3,2.3,0.551,0.0,0.1,0.2,1.1,1.9,0.609,1.5,2.0,3.5,0.5,0.5,0.5,0.7,2.0,3.8,stanford,1998
9,10,Pete Van Elswyk,30.0,11.0,11.5,1.1,2.6,0.43,1.1,2.6,0.442,0.0,0.1,0.0,1.2,1.9,0.661,1.4,1.7,3.1,0.4,0.4,0.0,0.8,1.6,3.5,stanford,1998
10,11,Mark Seaton,33.0,0.0,10.2,0.9,1.4,0.674,0.9,1.4,0.674,0.0,0.0,,0.6,1.3,0.455,1.2,1.0,2.2,0.3,0.3,0.2,0.7,1.0,2.5,stanford,1998
11,12,Johannes Burge,1.0,0.0,2.0,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,stanford,1998
12,13,Michael McDonald,35.0,0.0,7.5,0.6,1.9,0.294,0.4,1.1,0.325,0.2,0.8,0.25,0.3,0.5,0.688,0.2,0.5,0.7,1.4,0.3,0.0,0.8,0.7,1.7,stanford,1998
13,14,Kamba Tshionyi,25.0,1.0,7.7,0.4,1.2,0.379,0.4,0.8,0.474,0.1,0.4,0.2,0.7,0.9,0.783,0.1,0.8,0.9,2.0,0.4,0.0,0.7,0.4,1.7,stanford,1998
14,15,Alex Gelbard,5.0,0.0,1.6,0.2,0.8,0.25,0.2,0.8,0.25,0.0,0.0,,0.0,0.0,,0.2,0.4,0.6,0.0,0.0,0.2,0.0,0.2,0.4,stanford,1998
15,16,Dave Bennion,5.0,0.0,1.6,0.0,1.4,0.0,0.0,1.2,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.2,0.2,0.4,0.0,0.0,0.0,0.2,0.6,0.0,stanford,1998
0,1,Todd Burgan,35.0,35.0,36.7,5.6,13.9,0.404,3.7,8.5,0.428,1.9,5.3,0.366,4.4,5.9,0.749,,,7.1,3.3,2.1,0.2,2.9,2.7,17.6,syracuse,1998
1,2,Ryan Blackwell,35.0,35.0,35.0,4.6,9.7,0.478,4.3,8.8,0.492,0.3,0.9,0.344,3.0,4.4,0.688,,,8.2,2.3,1.4,0.3,2.6,2.0,12.6,syracuse,1998
2,3,Etan Thomas,35.0,35.0,28.9,4.1,6.7,0.61,4.1,6.7,0.61,0.0,0.0,,3.1,5.1,0.612,,,6.6,0.4,0.8,3.9,1.7,2.8,11.3,syracuse,1998
3,4,Jason Hart,35.0,35.0,34.3,3.4,9.4,0.366,2.7,6.6,0.409,0.7,2.7,0.26,2.6,3.8,0.684,,,3.6,5.0,2.3,0.1,3.5,2.8,10.2,syracuse,1998
4,5,Marius Janulis,35.0,35.0,32.5,3.3,7.9,0.41,1.1,2.6,0.44,2.1,5.3,0.396,1.0,1.2,0.833,,,3.1,2.0,1.3,0.1,1.7,2.6,9.6,syracuse,1998
5,6,Eric Williams,20.0,0.0,8.4,1.2,2.0,0.6,1.2,1.9,0.649,0.0,0.2,0.0,0.6,1.2,0.5,,,2.4,0.6,0.4,0.2,1.3,1.1,3.0,syracuse,1998
6,7,Elvir Ovcina,34.0,0.0,12.1,1.2,3.7,0.328,0.8,2.0,0.418,0.4,1.7,0.224,0.1,0.3,0.444,,,2.5,1.2,0.6,0.5,1.0,1.4,2.9,syracuse,1998
7,8,Allen Griffin,34.0,0.0,9.2,0.8,2.0,0.418,0.7,1.4,0.479,0.1,0.6,0.263,0.6,1.0,0.571,,,0.9,0.9,0.5,0.0,0.8,1.0,2.4,syracuse,1998
8,9,Lasean Howard,23.0,0.0,5.8,0.8,1.8,0.439,0.7,1.5,0.5,0.0,0.3,0.143,0.3,0.4,0.7,,,0.8,0.3,0.3,0.0,0.7,0.9,1.9,syracuse,1998
